PotentialCustomerID,sale,sale_amount,region,age,marketing_exposure,activity,income,num_accounts,UrbanRural,current_customer
1003810,Yes,53.49,20,69,4,Med,4036,2,Rural,Yes
1016579,No,0.0,30,32,4,High,64971,1,Urban,Yes
1066832,No,0.0,17,68,2,Low,99753,0,Urban,No
1098039,Yes,1002.88,2,86,2,Low,27682,0,Urban,No
1034715,No,0.0,18,45,3,High,22336,1,Urban,Yes
1068967,No,0.0,1,58,0,Med,78855,1,Urban,Yes
1004859,Yes,1256.89,7,86,2,Med,66815,0,Urban,No
1011348,No,0.0,6,39,3,Med,163736,1,Urban,Yes
1021137,Yes,562.04,10,46,4,Low,71120,2,Urban,Yes
1068332,No,0.0,23,84,5,Low,24871,0,Urban,No
1081948,Yes,97.0,17,60,4,Med,88805,1,Rural,Yes
1095607,No,0.0,11,69,3,Low,20123,0,Urban,No
1042494,Yes,634.16,2,76,2,High,65947,0,Urban,No
1046056,Yes,545.85,14,77,2,Med,26581,3,Urban,Yes
1010182,No,0.0,13,44,3,Low,79303,0,Urban,No
1049359,Yes,565.38,7,79,1,Med,17888,0,Urban,No
1052500,Yes,576.86,18,80,11,Med,34315,1,Rural,Yes
1036099,No,0.0,14,75,4,Med,70043,0,Urban,No
1048418,Yes,355.45,17,51,2,Low,8648,1,Urban,Yes
1089225,No,0.0,8,35,5,Low,95377,0,Urban,No
1010067,Yes,533.61,5,33,5,Low,1117,2,Urban,Yes
1012790,Yes,294.02,22,63,7,Low,4089,0,Urban,No
1048693,Yes,692.47,26,30,4,Med,83932,0,Urban,No
1035556,Yes,252.82,12,29,1,Med,58228,0,Urban,No
1023546,Yes,970.12,2,35,4,Med,1422,2,Urban,Yes
1056735,Yes,249.46,6,57,1,Low,57999,1,Urban,Yes
1099746,Yes,91.57,11,61,6,Med,92359,0,Rural,No
1068516,Yes,577.8,27,73,4,Med,73101,1,Urban,Yes
1037043,Yes,532.88,19,69,1,Low,10900,1,Urban,Yes
1005436,Yes,630.61,27,34,2,Med,6241,0,Urban,No
1015626,Yes,480.07,6,76,6,High,11854,2,Rural,Yes
1092345,Yes,780.71,6,68,4,Low,59907,2,Urban,Yes
1008145,No,0.0,12,62,4,Med,59666,0,Urban,No
1084772,Yes,210.19,6,59,4,Med,91495,0,Rural,No
1014860,Yes,448.33,2,37,5,Med,65501,0,Urban,No
1091522,No,0.0,8,29,2,Low,13130,3,Urban,Yes
1051640,Yes,321.91,23,30,1,Med,101432,0,Urban,No
1056660,No,0.0,16,66,3,Low,33374,0,Urban,No
1070241,Yes,580.2,24,75,3,Med,16892,1,Urban,Yes
1075709,No,0.0,26,79,5,Med,72535,0,Urban,No
1050566,Yes,583.52,29,29,5,Med,39112,2,Urban,Yes
1063116,No,0.0,19,68,6,Med,94188,1,Urban,Yes
1076901,Yes,761.1,3,82,3,Low,80289,1,Urban,Yes
1094119,Yes,435.34,29,48,2,Med,42578,0,Urban,No
1003791,Yes,107.79,18,61,7,Med,34566,1,Rural,Yes
1015573,No,0.0,17,47,5,High,78871,0,Rural,No
1008736,Yes,894.9,13,77,2,High,31557,1,Urban,Yes
1045523,No,0.0,4,72,2,Med,57827,0,Urban,No
1047696,Yes,93.16,20,58,0,High,32119,1,Urban,Yes
1076986,Yes,180.13,29,49,3,Low,37179,0,Rural,No
1041855,Yes,310.55,24,36,1,Low,62476,1,Urban,Yes
1084460,Yes,335.27,8,37,0,High,1145,1,Urban,Yes
1094070,No,0.0,21,25,4,Low,63184,0,Urban,No
1041158,Yes,194.94,12,33,5,Low,147723,1,Urban,Yes
1039953,No,0.0,22,25,8,Low,58535,0,Rural,No
1003389,Yes,563.41,22,81,2,Med,76840,2,Urban,Yes
1014890,Yes,695.31,1,31,1,Med,10307,0,Urban,No
1064061,Yes,458.99,14,29,1,Med,111590,1,Urban,Yes
1033052,No,0.0,28,79,4,Low,72587,0,Urban,No
1094220,Yes,587.35,30,48,5,Low,31751,2,Urban,Yes
1000076,Yes,68.45,11,42,6,High,3776,1,Rural,Yes
1087712,Yes,142.46,29,69,0,Med,8325,0,Urban,No
1049591,No,0.0,4,45,2,Low,37079,0,Urban,No
1050965,Yes,768.08,3,32,2,Med,45793,0,Urban,No
1074736,Yes,439.43,17,85,9,High,4579,0,Rural,No
1098643,No,0.0,7,62,3,High,13214,1,Urban,Yes
1091964,Yes,313.08,10,72,1,Low,4686,0,Urban,No
1005150,Yes,574.88,16,57,2,Low,5177,0,Urban,No
1051988,Yes,934.6,12,83,5,High,24352,1,Urban,Yes
1063077,Yes,131.53,2,56,3,High,38374,1,Rural,Yes
1036876,No,0.0,16,59,6,Low,14457,1,Urban,Yes
1095399,Yes,372.36,27,35,3,Med,103548,0,Urban,No
1095341,No,0.0,26,73,5,High,62439,2,Rural,Yes
1037755,Yes,421.64,7,53,2,Low,66523,0,Urban,No
1095388,Yes,800.75,29,26,9,Med,52207,1,Rural,Yes
1000578,No,0.0,24,54,2,Med,66574,0,Urban,No
1087515,Yes,755.26,9,39,5,Med,53212,0,Urban,No
1020023,No,0.0,23,24,1,High,46531,1,Urban,Yes
1001319,Yes,689.78,28,74,0,Med,85058,1,Urban,Yes
1064112,Yes,289.33,29,33,0,Low,70273,0,Urban,No
1031432,Yes,425.85,24,72,3,Med,31497,0,Urban,No
1052488,No,0.0,18,63,1,High,132222,1,Urban,Yes
1054427,No,0.0,1,42,2,Med,10561,1,Urban,Yes
1063698,No,0.0,10,37,4,High,71334,2,Rural,Yes
1079024,Yes,401.13,26,43,4,Low,41067,0,Rural,No
1002447,Yes,139.54,16,78,0,Med,73479,0,Urban,No
1034846,Yes,443.77,24,49,5,Med,17537,3,Urban,Yes
1012333,Yes,619.52,17,50,5,Low,34903,0,Urban,No
1098621,Yes,494.19,17,47,3,Low,70217,0,Urban,No
1005049,No,0.0,4,78,1,Low,66767,0,Rural,No
1073977,Yes,135.81,4,39,3,Low,67663,0,Rural,No
1080803,Yes,522.99,12,78,1,Med,33355,1,Urban,Yes
1085342,No,0.0,22,55,6,Low,51180,1,Urban,Yes
1015474,No,0.0,16,63,2,Low,18446,1,Urban,Yes
1058835,Yes,377.04,23,81,2,High,1059,1,Urban,Yes
1032551,Yes,697.03,11,42,3,Med,119880,0,Urban,No
1044706,No,0.0,12,61,0,Med,5619,1,Urban,Yes
1070995,Yes,841.2,1,59,2,Low,43656,0,Urban,No
1047770,Yes,254.07,13,72,2,High,107579,0,Urban,No
1078573,Yes,486.14,13,45,4,Med,27933,0,Urban,No
1009621,No,0.0,30,83,3,Low,16127,0,Urban,No
1031331,No,0.0,16,38,4,Med,69893,1,Urban,Yes
1011100,Yes,395.93,25,32,10,High,10276,2,Rural,Yes
1092965,No,0.0,24,35,3,Med,13011,0,Urban,No
1020761,Yes,674.36,26,57,2,Med,4800,0,Urban,No
1043888,Yes,447.2,26,61,4,High,17257,1,Urban,Yes
1005033,No,0.0,18,58,1,High,113432,0,Urban,No
1032067,Yes,245.86,10,49,1,High,2969,0,Urban,No
1067966,No,0.0,6,35,1,Med,37267,1,Urban,Yes
1034704,Yes,680.97,15,77,2,Med,37493,0,Urban,No
1056639,Yes,450.25,28,74,2,High,85436,1,Urban,Yes
1095937,Yes,1087.8,10,82,3,Med,87276,1,Urban,Yes
1016050,No,0.0,25,64,5,Low,50187,0,Rural,No
1018114,No,0.0,25,68,2,Med,56847,0,Urban,No
1099575,No,0.0,29,62,0,Low,64263,0,Urban,No
1019262,No,0.0,12,78,3,High,68759,0,Urban,No
1014345,No,0.0,8,35,7,High,94162,1,Urban,Yes
1030782,Yes,397.23,22,78,3,Med,1575,0,Urban,No
1029324,No,0.0,15,48,4,Med,31310,0,Urban,No
1013456,Yes,243.79,12,84,5,High,4776,1,Urban,Yes
1030643,Yes,642.91,21,79,3,High,97458,1,Urban,Yes
1048137,Yes,332.33,27,74,1,Med,55912,0,Urban,No
1029730,Yes,546.02,25,28,4,Med,50156,1,Urban,Yes
1030625,No,0.0,4,61,4,High,45848,0,Urban,No
1019852,No,0.0,9,66,2,Med,58755,0,Urban,No
1077210,Yes,765.04,1,54,5,Low,103581,0,Urban,No
1045889,Yes,110.53,17,56,6,Low,1483,1,Rural,Yes
1013837,Yes,705.03,7,32,6,High,8426,0,Urban,No
1058518,No,0.0,19,26,5,High,9082,0,Rural,No
1009520,Yes,349.31,9,51,3,Med,49401,2,Urban,Yes
1079017,Yes,63.8,10,58,7,Med,81135,0,Rural,No
1096469,Yes,671.76,27,26,3,Med,65375,1,Urban,Yes
1006077,Yes,683.86,28,29,2,High,34079,3,Urban,Yes
1096261,Yes,1637.49,18,27,3,Med,32465,1,Urban,Yes
1032957,Yes,514.5,25,53,7,Med,55240,0,Urban,No
1014286,No,0.0,24,25,5,Low,83646,1,Urban,Yes
1046255,No,0.0,19,60,5,Med,62329,0,Rural,No
1006093,No,0.0,25,69,2,Low,69046,1,Urban,Yes
1024559,No,0.0,14,86,5,Med,4999,1,Urban,Yes
1008662,Yes,833.96,28,64,5,High,25188,0,Urban,No
1069701,Yes,154.23,25,75,9,Med,6679,1,Rural,Yes
1079977,Yes,544.7,22,28,5,Low,65422,0,Urban,No
1091982,No,0.0,5,51,6,Med,45961,0,Urban,No
1061300,No,0.0,21,57,4,Low,16242,0,Urban,No
1073334,No,0.0,25,46,2,Low,22381,0,Urban,No
1002894,Yes,636.27,26,58,5,High,41980,0,Urban,No
1063162,No,0.0,3,48,6,Med,38672,0,Urban,No
1054235,Yes,169.62,17,45,3,Low,99114,3,Urban,Yes
1030772,Yes,427.76,12,80,3,Med,58163,0,Urban,No
1092890,Yes,729.2,1,52,3,Low,16991,0,Urban,No
1058330,Yes,67.91,19,34,7,Med,11343,0,Rural,No
1018295,No,0.0,26,62,6,High,68861,0,Urban,No
1061119,No,0.0,24,42,4,High,83708,0,Urban,No
1041857,No,0.0,6,28,2,High,42734,0,Urban,No
1075789,Yes,434.02,26,63,4,High,84031,1,Urban,Yes
1096001,Yes,331.39,3,42,6,Med,29806,1,Rural,Yes
1093827,No,0.0,1,40,2,Low,40536,0,Urban,No
1001405,Yes,770.36,14,86,7,Med,10485,2,Urban,Yes
1068633,Yes,197.12,27,37,1,High,70938,0,Urban,No
1002801,No,0.0,11,49,2,Med,75957,2,Urban,Yes
1054851,Yes,1067.65,18,73,3,Low,59999,1,Urban,Yes
1048926,No,0.0,19,58,1,Low,45725,1,Urban,Yes
1049439,Yes,211.62,3,69,1,Med,36427,1,Urban,Yes
1068698,Yes,456.59,30,66,2,High,33733,0,Urban,No
1063166,Yes,409.96,7,58,1,Med,16692,2,Urban,Yes
1024124,Yes,526.67,1,66,2,Low,77454,1,Urban,Yes
1011976,Yes,224.85,22,61,8,Med,73916,1,Urban,Yes
1095057,Yes,1189.66,8,80,4,Low,25764,1,Urban,Yes
1085068,Yes,364.71,11,66,5,Med,46750,1,Urban,Yes
1063135,Yes,405.14,16,79,1,Med,63763,1,Urban,Yes
1084216,No,0.0,20,76,6,Med,3798,2,Urban,Yes
1027377,Yes,553.09,5,55,5,High,9817,0,Urban,No
1006483,Yes,469.73,23,81,4,Med,148330,0,Urban,No
1079280,Yes,518.65,15,66,7,Med,10079,0,Urban,No
1072635,Yes,536.59,22,83,2,High,104593,0,Urban,No
1083452,Yes,511.12,25,71,1,Med,16650,0,Urban,No
1031274,No,0.0,1,69,8,Low,50490,0,Rural,No
1017489,Yes,441.38,24,40,4,Med,8543,0,Urban,No
1007007,Yes,1122.62,27,24,2,Low,164,0,Urban,No
1076558,Yes,534.9,23,81,2,Med,60623,1,Urban,Yes
1027708,No,0.0,16,32,2,Med,7161,0,Urban,No
1060600,Yes,1059.41,14,34,7,Low,80824,0,Urban,No
1029437,Yes,1051.43,10,79,4,High,52158,1,Urban,Yes
1043301,Yes,433.79,24,76,4,High,17288,0,Urban,No
1086569,Yes,366.34,13,49,7,High,2745,2,Urban,Yes
1022068,Yes,1705.02,15,44,3,Med,65396,1,Urban,Yes
1045282,Yes,720.34,28,85,4,Low,111577,1,Urban,Yes
1046485,Yes,680.86,28,45,1,Low,20825,0,Urban,No
1030258,No,0.0,23,71,4,Low,83074,3,Urban,Yes
1068131,Yes,500.31,16,63,2,Med,61601,0,Urban,No
1043368,No,0.0,6,59,3,Low,69292,1,Rural,Yes
1047630,No,0.0,21,53,5,Med,105685,2,Urban,Yes
1066652,Yes,381.01,13,27,3,Med,39680,1,Rural,Yes
1019481,No,0.0,16,34,2,Med,66448,2,Urban,Yes
1009366,Yes,1137.4,26,25,4,Med,8619,0,Urban,No
1091304,No,0.0,25,46,3,Low,37909,0,Urban,No
1066235,Yes,449.23,6,54,5,High,40241,0,Urban,No
1029384,Yes,564.63,28,71,3,Low,9701,1,Urban,Yes
1031392,No,0.0,20,36,2,High,64278,0,Urban,No
1058823,No,0.0,20,53,2,Med,61201,0,Urban,No
1092083,No,0.0,11,55,3,Low,88948,1,Urban,Yes
1057399,No,0.0,20,35,2,Low,40084,0,Urban,No
1087863,Yes,425.51,15,39,1,High,89921,0,Urban,No
1019374,No,0.0,21,25,3,Low,29344,1,Urban,Yes
1092282,No,0.0,14,25,2,High,85440,0,Urban,No
1061501,Yes,687.77,1,63,4,Low,48198,0,Urban,No
1060797,No,0.0,6,34,0,Low,46089,0,Urban,No
1096603,No,0.0,28,49,3,Low,34734,0,Urban,No
1037809,No,0.0,7,24,7,High,94075,0,Urban,No
1079869,Yes,189.98,8,75,0,High,49734,0,Urban,No
1066250,Yes,602.11,2,79,3,Low,27161,0,Urban,No
1069427,No,0.0,27,29,3,Low,50971,1,Urban,Yes
1016067,Yes,265.07,9,78,7,Med,44493,1,Rural,Yes
1013165,No,0.0,22,43,5,Med,77002,1,Rural,Yes
1091967,No,0.0,17,34,3,Low,10005,1,Urban,Yes
1051453,No,0.0,18,78,4,Med,75594,1,Urban,Yes
1047330,Yes,239.44,1,44,1,Low,103750,2,Urban,Yes
1027940,No,0.0,1,80,3,Med,37278,1,Urban,Yes
1031108,Yes,1014.85,19,36,8,Low,7512,1,Rural,Yes
1004333,No,0.0,18,27,5,Low,45463,1,Rural,Yes
1032972,No,0.0,15,68,5,High,149809,1,Urban,Yes
1011472,No,0.0,9,72,2,Med,29897,0,Urban,No
1021296,No,0.0,20,82,3,Med,30062,2,Urban,Yes
1065647,No,0.0,24,68,9,Low,4293,0,Rural,No
1064090,No,0.0,22,54,3,Low,73175,1,Urban,Yes
1030283,No,0.0,9,48,5,Med,34728,1,Rural,Yes
1063636,No,0.0,17,31,8,Low,22263,1,Rural,Yes
1047354,Yes,367.26,21,37,3,Med,66773,1,Urban,Yes
1004119,Yes,312.06,26,60,4,Low,126360,0,Urban,No
1045542,No,0.0,19,29,1,High,27020,1,Urban,Yes
1063040,No,0.0,2,77,2,High,29649,1,Urban,Yes
1086462,No,0.0,27,26,0,Med,99140,1,Urban,Yes
1072943,Yes,1185.53,20,83,3,Med,28481,2,Urban,Yes
1041138,No,0.0,2,40,4,Med,83443,1,Urban,Yes
1004845,No,0.0,19,44,4,High,112765,1,Urban,Yes
1083926,Yes,446.6,23,29,3,Low,83155,0,Urban,No
1003366,No,0.0,1,61,2,Low,3093,2,Urban,Yes
1063055,Yes,664.52,20,76,7,High,24054,1,Urban,Yes
1060525,Yes,452.53,3,64,2,Med,82040,1,Urban,Yes
1002166,Yes,192.58,20,50,3,Med,67517,0,Urban,No
1032761,Yes,481.5,5,84,4,Med,122011,2,Urban,Yes
1068691,Yes,144.57,4,51,1,Med,87019,1,Urban,Yes
1088525,Yes,1084.33,26,82,5,Med,15115,0,Urban,No
1090020,No,0.0,8,54,1,Med,15030,1,Urban,Yes
1030918,Yes,388.02,11,59,7,High,54326,1,Rural,Yes
1055907,Yes,604.48,24,81,3,Low,82697,0,Urban,No
1071101,No,0.0,9,32,8,Low,109612,0,Rural,No
1089293,Yes,698.2,30,60,1,Med,82685,1,Urban,Yes
1049946,No,0.0,13,66,4,Low,27905,0,Urban,No
1038525,Yes,600.69,23,80,2,Low,67882,1,Urban,Yes
1097609,No,0.0,24,29,4,High,580,0,Rural,No
1085907,Yes,497.76,7,41,1,Low,82390,1,Urban,Yes
1024029,Yes,1285.42,25,29,3,High,64359,0,Urban,No
1031116,Yes,469.0,12,26,2,Med,61370,0,Rural,No
1032015,No,0.0,28,66,1,Low,35590,1,Urban,Yes
1079361,Yes,881.76,3,73,2,Med,21912,2,Urban,Yes
1054481,Yes,723.21,5,40,5,Med,54146,0,Urban,No
1072582,No,0.0,3,25,1,Low,132141,0,Urban,No
1019146,Yes,1114.4,16,45,5,High,136036,0,Urban,No
1019565,Yes,537.0,12,74,5,Med,3674,0,Urban,No
1098558,No,0.0,5,49,3,High,33892,1,Urban,Yes
1003498,No,0.0,17,59,4,Low,4414,0,Urban,No
1043550,Yes,953.5,7,66,6,Low,12471,0,Urban,No
1023206,No,0.0,8,85,4,Low,15553,2,Urban,Yes
1041868,Yes,424.65,5,61,2,Low,32465,0,Urban,No
1066956,No,0.0,4,43,6,Med,66458,1,Rural,Yes
1012040,No,0.0,30,72,2,Med,113925,1,Urban,Yes
1096874,No,0.0,11,82,3,Low,11012,0,Urban,No
1059110,No,0.0,24,77,4,High,15572,0,Urban,No
1010884,No,0.0,11,30,3,Low,29079,1,Urban,Yes
1021714,No,0.0,11,79,5,Med,13802,0,Rural,No
1031219,No,0.0,2,58,3,Low,118105,1,Urban,Yes
1047051,No,0.0,14,84,4,Med,91606,0,Urban,No
1090539,No,0.0,13,82,2,Med,48655,0,Urban,No
1008260,Yes,489.61,11,33,5,Med,9690,0,Urban,No
1013687,Yes,556.3,19,73,2,Low,33281,0,Urban,No
1059142,No,0.0,5,51,0,Low,92559,0,Urban,No
1027464,Yes,65.28,14,42,0,High,115135,1,Urban,Yes
1055715,Yes,147.62,17,82,3,Low,64742,0,Rural,No
1008474,Yes,586.9,7,49,3,Low,45852,0,Urban,No
1008972,Yes,243.13,4,55,2,High,47294,0,Urban,No
1049185,Yes,113.37,11,33,2,High,4777,2,Urban,Yes
1096586,No,0.0,7,56,5,High,50882,0,Urban,No
1058227,Yes,734.95,16,43,3,Med,17148,2,Urban,Yes
1060098,Yes,300.64,24,49,5,High,28005,0,Urban,No
1046599,Yes,477.43,24,56,5,Med,52931,1,Urban,Yes
1082600,Yes,731.64,18,82,9,Low,27074,0,Rural,No
1034281,No,0.0,28,37,3,Low,116211,0,Urban,No
1099003,Yes,367.02,22,66,3,High,6937,0,Urban,No
1048110,Yes,492.25,3,64,3,Med,14153,1,Urban,Yes
1029996,No,0.0,29,63,2,Low,91250,2,Urban,Yes
1071933,No,0.0,18,28,6,Low,53812,0,Rural,No
1073995,Yes,271.7,18,74,7,Med,85261,0,Rural,No
1006888,No,0.0,7,81,4,High,28270,0,Urban,No
1068422,No,0.0,7,44,4,Med,84290,1,Urban,Yes
1055384,No,0.0,19,61,3,High,23317,1,Urban,Yes
1063828,No,0.0,10,72,1,Med,50585,0,Rural,No
1067997,Yes,390.95,1,45,3,High,83441,1,Rural,Yes
1085217,No,0.0,5,33,3,Med,77535,0,Rural,No
1020782,No,0.0,22,86,4,Med,61530,0,Urban,No
1005207,Yes,539.57,8,31,5,Med,6384,2,Urban,Yes
1049819,Yes,300.73,19,33,2,Med,6507,1,Urban,Yes
1087357,No,0.0,5,30,3,Low,59257,0,Urban,No
1017114,Yes,432.14,17,75,1,Low,134768,0,Urban,No
1066550,Yes,283.17,9,56,6,Low,31488,1,Rural,Yes
1062817,Yes,1411.18,30,85,6,Low,115047,0,Urban,No
1098023,Yes,403.6,24,31,1,Low,130670,0,Urban,No
1045450,No,0.0,3,24,6,High,39989,0,Urban,No
1011125,Yes,292.22,25,67,5,Low,2050,0,Urban,No
1013030,Yes,623.31,13,55,1,Med,25619,0,Urban,No
1029161,Yes,1188.13,7,61,4,Med,57756,2,Urban,Yes
1088835,Yes,10.0,22,49,0,Low,38257,1,Urban,Yes
1092960,No,0.0,11,53,2,Med,51686,1,Urban,Yes
1074702,No,0.0,21,41,4,Med,30864,0,Rural,No
1060458,Yes,829.36,28,27,7,High,77896,0,Urban,No
1014586,No,0.0,6,32,1,Low,67304,0,Urban,No
1079253,Yes,18.98,8,52,5,Med,1998,0,Rural,No
1042246,No,0.0,28,80,5,Low,53394,1,Rural,Yes
1099508,Yes,290.86,25,55,5,High,82511,1,Urban,Yes
1071338,Yes,845.81,1,56,3,Med,13302,3,Rural,Yes
1060927,No,0.0,3,79,5,Med,31614,0,Urban,No
1022598,Yes,781.12,21,25,3,Med,40791,0,Urban,No
1061164,No,0.0,25,86,3,Med,42567,1,Urban,Yes
1040523,No,0.0,16,36,2,Low,6142,1,Urban,Yes
1087749,No,0.0,13,24,0,High,57883,1,Urban,Yes
1070606,Yes,714.49,27,31,1,Med,17855,1,Urban,Yes
1045718,Yes,668.27,27,57,3,Low,95479,0,Urban,No
1087909,Yes,785.98,8,25,6,Med,15365,1,Urban,Yes
1008709,Yes,759.09,13,66,1,High,22901,2,Urban,Yes
1096522,Yes,321.57,4,52,4,Med,73697,1,Urban,Yes
1098205,Yes,416.83,9,49,1,High,67762,2,Urban,Yes
1002781,No,0.0,21,38,4,Med,52287,0,Urban,No
1069183,No,0.0,3,33,2,Med,36149,0,Urban,No
1060940,No,0.0,27,83,3,Low,83655,0,Urban,No
1091192,Yes,158.28,20,62,3,High,7802,0,Urban,No
1063953,Yes,247.51,4,66,4,Low,50466,0,Urban,No
1055321,No,0.0,1,45,2,Med,42671,3,Urban,Yes
1024068,No,0.0,30,56,3,Med,49724,0,Rural,No
1048724,Yes,146.53,11,58,3,Low,14618,0,Urban,No
1071142,No,0.0,27,56,5,High,98844,2,Rural,Yes
1073193,No,0.0,6,28,3,High,25549,0,Urban,No
1066747,No,0.0,17,35,3,Low,32699,1,Urban,Yes
1054293,Yes,315.48,14,44,1,Low,38237,1,Urban,Yes
1092739,No,0.0,1,65,2,Med,22846,0,Urban,No
1045355,Yes,699.6,21,38,1,Low,108651,2,Urban,Yes
1011653,Yes,298.09,24,33,2,High,39066,0,Urban,No
1042451,No,0.0,19,85,8,Med,47939,0,Rural,No
1006193,No,0.0,17,29,2,High,97029,0,Urban,No
1054670,No,0.0,26,52,5,Low,72292,0,Urban,No
1082969,No,0.0,17,48,5,Low,8801,0,Urban,No
1032897,Yes,696.88,13,60,2,Med,44368,1,Urban,Yes
1001134,Yes,458.01,4,64,3,Low,18645,1,Urban,Yes
1011879,No,0.0,19,32,1,Med,3891,1,Urban,Yes
1055590,Yes,367.41,21,85,3,High,52711,2,Rural,Yes
1073008,Yes,698.99,18,85,1,Med,95337,1,Urban,Yes
1023326,No,0.0,26,84,2,Med,95900,1,Urban,Yes
1003058,No,0.0,27,52,5,Low,96619,0,Urban,No
1046513,Yes,432.86,8,39,6,Low,90948,2,Urban,Yes
1030833,Yes,830.24,12,70,5,Low,37640,0,Urban,No
1083209,Yes,300.76,17,65,5,High,69949,1,Urban,Yes
1057662,Yes,325.69,27,71,6,High,88549,1,Rural,Yes
1071614,Yes,318.81,7,52,0,Low,107231,1,Urban,Yes
1050960,Yes,1640.2,7,77,4,Low,5743,1,Urban,Yes
1096312,No,0.0,10,40,2,High,46735,1,Urban,Yes
1088603,Yes,192.02,20,67,3,High,44067,1,Urban,Yes
1030686,No,0.0,2,25,4,High,6422,1,Urban,Yes
1022841,No,0.0,24,70,5,Med,39510,0,Urban,No
1010236,No,0.0,21,75,3,Med,36254,1,Urban,Yes
1046887,Yes,848.29,9,47,5,Low,61476,1,Urban,Yes
1043416,No,0.0,22,62,6,Med,16535,1,Rural,Yes
1099143,Yes,782.65,10,83,1,High,52961,1,Urban,Yes
1047285,Yes,508.95,18,63,4,Med,54408,0,Urban,No
1023908,Yes,379.01,22,34,2,Med,107797,0,Rural,No
1068389,Yes,522.6,1,67,3,Low,82523,1,Urban,Yes
1068769,Yes,540.3,10,86,1,High,31110,2,Urban,Yes
1098483,No,0.0,26,35,1,High,25384,1,Urban,Yes
1094648,Yes,583.77,12,76,5,Low,101238,0,Urban,No
1052667,Yes,659.76,13,67,3,Med,72546,1,Urban,Yes
1032619,No,0.0,30,59,3,Low,66792,0,Urban,No
1000339,Yes,460.38,16,82,2,Med,39411,1,Urban,Yes
1035832,Yes,970.42,2,81,2,Low,97307,0,Urban,No
1014410,Yes,122.65,17,38,6,Med,16883,0,Rural,No
1035249,Yes,1062.95,1,77,3,Low,75580,1,Urban,Yes
1032609,Yes,596.75,13,51,2,Med,28620,0,Urban,No
1046363,Yes,804.88,7,86,5,High,94410,2,Urban,Yes
1059878,Yes,406.14,7,57,2,High,106147,1,Urban,Yes
1022308,Yes,375.12,10,39,6,Med,48158,2,Urban,Yes
1044871,No,0.0,24,34,2,Low,116121,2,Urban,Yes
1047907,Yes,489.92,16,48,4,Med,37648,2,Rural,Yes
1018182,Yes,452.84,8,80,2,High,6293,0,Urban,No
1012895,No,0.0,28,33,0,Med,15287,0,Urban,No
1035565,No,0.0,5,33,2,Low,72647,3,Urban,Yes
1036111,Yes,493.96,3,67,4,Low,59484,0,Urban,No
1074000,Yes,749.83,17,64,3,Med,27566,1,Rural,Yes
1001345,Yes,601.74,21,83,2,Low,27682,1,Urban,Yes
1042462,Yes,564.63,5,36,4,Low,127825,0,Urban,No
1011127,No,0.0,19,76,2,Med,84503,0,Urban,No
1053717,Yes,165.71,28,36,4,Low,9071,0,Rural,No
1049440,No,0.0,29,76,6,High,30525,1,Urban,Yes
1071706,No,0.0,27,38,6,Low,56472,1,Urban,Yes
1081644,No,0.0,18,64,4,Med,74733,0,Urban,No
1071743,Yes,577.82,17,67,3,Low,626,1,Urban,Yes
1019934,Yes,1015.3,5,52,4,Med,38969,0,Urban,No
1006949,Yes,604.23,11,45,3,Low,69236,0,Urban,No
1033365,No,0.0,3,57,3,Med,17229,2,Urban,Yes
1085974,No,0.0,29,29,3,Low,94635,1,Urban,Yes
1042112,Yes,343.74,15,34,3,Med,42500,0,Urban,No
1020920,Yes,516.83,13,64,6,Med,69722,0,Urban,No
1083401,No,0.0,19,60,1,Med,25398,0,Urban,No
1067855,Yes,293.09,7,56,3,Med,27040,0,Urban,No
1076699,Yes,1059.6,25,75,4,High,45967,0,Urban,No
1081308,No,0.0,30,46,1,High,5572,1,Urban,Yes
1052618,No,0.0,1,40,4,High,73307,1,Urban,Yes
1048622,No,0.0,29,26,5,Low,107966,1,Urban,Yes
1023817,Yes,225.19,21,28,4,Low,13394,2,Rural,Yes
1093426,No,0.0,13,67,4,Low,785,1,Urban,Yes
1075835,No,0.0,30,41,1,Med,129517,1,Urban,Yes
1071836,No,0.0,24,45,11,Med,95549,1,Rural,Yes
1078509,Yes,795.8,15,32,4,High,72611,0,Urban,No
1032456,No,0.0,2,64,2,Low,13930,2,Urban,Yes
1072453,No,0.0,14,79,3,Med,134222,0,Urban,No
1088408,Yes,221.75,21,48,2,Med,48575,1,Urban,Yes
1017815,No,0.0,1,73,2,Low,3360,2,Urban,Yes
1008873,Yes,500.38,5,78,2,High,69200,0,Urban,No
1013901,Yes,67.77,22,59,11,High,20325,0,Rural,No
1025689,No,0.0,1,63,8,Med,45735,0,Urban,No
1022806,No,0.0,21,28,1,High,34021,0,Urban,No
1006123,Yes,299.82,22,50,4,High,59768,0,Urban,No
1048157,Yes,95.8,20,73,0,Low,22803,0,Urban,No
1097701,No,0.0,4,35,4,Med,43625,0,Urban,No
1038582,Yes,170.33,25,43,4,Med,72010,0,Rural,No
1063740,No,0.0,30,66,2,Low,21154,0,Urban,No
1060109,No,0.0,3,48,1,Med,80204,1,Urban,Yes
1069887,No,0.0,10,24,5,High,85485,0,Rural,No
1019232,Yes,309.5,11,77,1,Low,51149,0,Rural,No
1026276,No,0.0,16,79,1,Med,20567,1,Urban,Yes
